Drug,Pathway,DetailedPathway,Impact,MIC,Induction,Rep1,Rep2
Chloramphenicol,Ribosome,23S rRNA,Static,1,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Chloramphenicol/Chloramrep1/Chloramrep1-MIC1mM_S36_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Chloramphenicol/Chloramrep2/Chlorm-rep2-MIC1mM_S46_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Chloramphenicol,Ribosome,23S rRNA,Static,0.25,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Chloramphenicol/Chloramrep1/Chloramrep1-25MIC-2mM_S43_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Chloramphenicol/Chloramrep2/Chlorm-rep2-25MIC-2mM_S40_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Chloramphenicol,Ribosome,23S rRNA,Static,2,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Chloramphenicol/Chloramrep1/Chloramrep1-2MIC-2mM_S27_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Chloramphenicol/Chloramrep2/Chlorm-rep2-2MIC-2mM_S53_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Chloramphenicol,Ribosome,23S rRNA,Static,0.5,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Chloramphenicol/Chloramrep1/Chloramrep1-5MIC-2mM_S22_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Chloramphenicol/Chloramrep2/Chlorm-rep2-5MIC-2mM_S33_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Chloramphenicol,Ribosome,23S rRNA,Static,1,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Chloramphenicol/Chloramrep1/Chloramrep1-MIC-2mM_S37_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Chloramphenicol/Chloramrep2/Chlorm-rep2-MIC-2mM_S49_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Chloramphenicol,Ribosome,23S rRNA,Static,0.25,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Chloramphenicol-Chloramrep1/combined/25MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Chloramphenicol-Chloramrep2/combined/25MIC.insert_site_plot.gz
Chloramphenicol,Ribosome,23S rRNA,Static,0.5,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Chloramphenicol-Chloramrep1/combined/5MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Chloramphenicol-Chloramrep2/combined/5MIC.insert_site_plot.gz
Chloramphenicol,Ribosome,23S rRNA,Static,1,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Chloramphenicol-Chloramrep1/combined/MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Chloramphenicol-Chloramrep2/combined/MIC.insert_site_plot.gz
Chloramphenicol,Ribosome,23S rRNA,Static,2,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Chloramphenicol-Chloramrep1/combined/2MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Chloramphenicol-Chloramrep2/combined/2MIC.insert_site_plot.gz
Ciprofloxacin,DNA supercoiling,DNA gyrase A,Cidal,0.25,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep1/CIP0-25MIC.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep2/CIPrep2---25MIC_S1_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Ciprofloxacin,DNA supercoiling,DNA gyrase A,Cidal,0.5,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep1/CIP0-5MIC_S6_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep2/CIPrep2--0-5MIC_S11_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Ciprofloxacin,DNA supercoiling,DNA gyrase A,Cidal,2,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep1/CIP2MIC_S2_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep2/CIPrep2--2MIC_S31_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Ciprofloxacin,DNA supercoiling,DNA gyrase A,Cidal,1,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep1/CIPMIC_S11_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep2/CIPrep2--MIC_S27_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Ciprofloxacin,DNA supercoiling,DNA gyrase A,Cidal,0.25,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep1/CIP0-25MIC1mM.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep2/CIPrep2---25MIC1mM_S6_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Ciprofloxacin,DNA supercoiling,DNA gyrase A,Cidal,0.5,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep1/CIP0-5MIC1mM_S5_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep2/CIPrep2--0-5MIC1mM_S3_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Ciprofloxacin,DNA supercoiling,DNA gyrase A,Cidal,2,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep1/CIP2MIC1mM_S13_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep2/CIPrep2--2MIC1mM_S28_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Ciprofloxacin,DNA supercoiling,DNA gyrase A,Cidal,1,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep1/CIPMIC1mM_S16_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep2/CIPrep2--MIC1mM_S32_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Ciprofloxacin,DNA supercoiling,DNA gyrase A,Cidal,0.25,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep1/CIP0-25MIC-2mM.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep2/CIPrep2---25MIC-2mM_S12_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Ciprofloxacin,DNA supercoiling,DNA gyrase A,Cidal,0.5,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep1/CIP0-5MIC-2mM_S15_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep2/CIPrep2--0-5MIC-2mM_S10_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Ciprofloxacin,DNA supercoiling,DNA gyrase A,Cidal,2,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep1/CIP2MIC-2mM_S8_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep2/CIPrep2--2MIC-2mM_S30_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Ciprofloxacin,DNA supercoiling,DNA gyrase A,Cidal,1,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep1/CIPMIC-2mM_S14_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep2/CIPrep2--MIC-2mM_S29_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Ciprofloxacin,DNA supercoiling,DNA gyrase A,Cidal,0.25,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Ciprofloxacin/CIPrep1/combined/CIP0-25MIC1mM.out.gz.CP009273.insert_site_plot.gz.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Ciprofloxacin-CIPrep2/combined/25MIC.insert_site_plot.gz
Ciprofloxacin,DNA supercoiling,DNA gyrase A,Cidal,0.5,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Ciprofloxacin-CIPrep1/combined/5MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Ciprofloxacin-CIPrep2/combined/5MIC.insert_site_plot.gz
Ciprofloxacin,DNA supercoiling,DNA gyrase A,Cidal,1,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Ciprofloxacin-CIPrep1/combined/MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Ciprofloxacin-CIPrep2/combined/MIC.insert_site_plot.gz
Ciprofloxacin,DNA supercoiling,DNA gyrase A,Cidal,2,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Ciprofloxacin-CIPrep1/combined/2MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Ciprofloxacin-CIPrep2/combined/2MIC.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,0.25,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep1/Colistinrep1-25MIC_S35_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep2/Colistinrep2-25MIC_S37_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,2,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep1/Colistinrep1-2MIC_S38_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep2/Colistinrep2-2MIC_S50_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,0.5,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep1/Colistinrep1-5MIC_S47_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep2/Colistinrep2-5MIC_S32_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,1,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep1/Colistinrep1-MIC_S50_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep2/Colistinrep2-MIC_S43_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,0.25,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep1/Colistinrep1-25MIC1mM_S31_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep2/Colistinrep2-25MIC1mM_S39_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,2,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep1/Colistinrep1-2MIC1mM_S44_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep2/Colistinrep2-2MIC1mM_S42_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,0.5,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep1/Colistinrep1-5MIC1mM_S51_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep2/Colistinrep2-5MIC1mM_S31_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,1,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep1/Colistinrep1-MIC1mM_S52_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep2/Colistinrep2-MIC1mM_S45_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,0.25,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep1/Colistinrep1-25MIC-2mM_S34_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep2/Colistinrep2-25MIC-2mM_S40_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,2,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep1/Colistinrep1-2MIC-2mM_S45_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep2/Colistinrep2-2MIC-2mM_S49_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,0.5,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep1/Colistinrep1-5MIC-2mM_S40_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep2/Colistinrep2-5MIC-2mM_S30_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,1,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep1/Colistinrep1-MIC-2mM_S49_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/Colistin/Colistinrep2/Colistinrep2-MIC-2mM_S51_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,0.25,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Colistin-Colistinrep1/combined/25MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Colistin-Colistin_rep2_concatenadfiles/combined/25MIC.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,0.5,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Colistin-Colistinrep1/combined/5MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Colistin-Colistin_rep2_concatenadfiles/combined/5MIC.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,1,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Colistin-Colistinrep1/combined/MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Colistin-Colistin_rep2_concatenadfiles/combined/MIC.insert_site_plot.gz
Colistin,Cell membrane,Phospholipids,Cidal,2,pool,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Colistin-Colistinrep1/combined/2MIC.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/combined_plots/Colistin-Colistin_rep2_concatenadfiles/combined/2MIC.insert_site_plot.gz
ControlLB_DMSO,control,control,control,0125X,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep1-0125X_S50_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep2-0125X_S37_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,1X,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep1-1X_S54_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep2-1X_S43_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,0125X,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep1-0125X_S50_L999_R1_001.out.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep2-0125X_S37_L999_R1_001.out.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,1X,0,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep1-1X_S54_L999_R1_001.out.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep2-1X_S43_L999_R1_001.out.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,0125X,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep1-0125X-1mM_S56_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep2-0125X-1mM_S39_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,1X,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep1-1X-1mM_S59_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep2-1X-1mM_S42_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,0125X,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep1-0125X-1mM_S56_L999_R1_001.out.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep2-0125X-1mM_S39_L999_R1_001.out.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,1X,1,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep1-1X-1mM_S59_L999_R1_001.out.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep2-1X-1mM_S42_L999_R1_001.out.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,0125X,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep1-0125X-2mM_S51_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep2-0125X-2mM_S36_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,1X,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep1-1X-2mM_S53_L999_R1_001.out.gz.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/controlLBandDMSOrep2-1X-2mM_S47_L999_R1_001.out.gz.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,0125X,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep1-0125X-2mM_S51_L999_R1_001.out.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep2-0125X-2mM_S36_L999_R1_001.out.CP009273.insert_site_plot.gz
ControlLB_DMSO,control,control,control,1X,2,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep1-1X-2mM_S53_L999_R1_001.out.CP009273.insert_site_plot.gz,/mnt/yasirvol/ANTIBIOTIC_STRESS_EXPERIMENT/ANALYSIS_BY_YASIRandKEITH/ControlLB_DMSO/MEVgc3X06m/controlLBandDMSOrep2-1X-2mM_S47_L999_R1_001.out.CP009273.insert_site_plot.gz
